4000, 0.0018875000000000105
8000, 0.0017375000000000105
12000, -0.00036249999999999114
16000, 0.0009875000000000081
20000, 0.0011750000000000076
24000, -0.0009124999999999894
28000, -0.006937499999999993
32000, -0.003637499999999992
36000, -0.005474999999999995
40000, -0.005524999999999993
44000, -0.00998749999999999
48000, -0.00906249999999999
52000, -0.010562499999999992
56000, -0.011637499999999988
60000, -0.011024999999999993
64000, -0.013087499999999992
68000, -0.01571249999999999
72000, -0.01701249999999999
76000, -0.018837499999999993
80000, -0.018312499999999995
84000, -0.02166249999999999
88000, -0.02126249999999999
92000, -0.023099999999999996
96000, -0.027062499999999996
100000, -0.024912499999999994
104000, -0.028574999999999993
108000, -0.029174999999999996
112000, -0.028799999999999996
116000, -0.027449999999999995
120000, -0.039799999999999995
124000, -0.038075000000000005
128000, -0.0431125
132000, -0.036
136000, -0.04625
140000, -0.043625
144000, -0.0514375
148000, -0.049600000000000005
152000, -0.05023750000000001
156000, -0.05121250000000001
160000, -0.0544875
164000, -0.05695
168000, -0.05908750000000001
172000, -0.06742500000000001
176000, -0.0683625
180000, -0.06936250000000001
184000, -0.07056250000000001
188000, -0.07245000000000001
192000, -0.072775
196000, -0.0725375
200000, -0.07288750000000002
204000, -0.07266250000000002
208000, -0.07287500000000002
212000, -0.07262500000000001
216000, -0.07270000000000001
220000, -0.07266250000000002
224000, -0.07278750000000002
228000, -0.07270000000000001
232000, -0.07273750000000001
236000, -0.07261250000000001
240000, -0.07275000000000002
244000, -0.07273750000000001
248000, -0.07295000000000001
252000, -0.07282500000000001
256000, -0.0728375
260000, -0.07282500000000001
264000, -0.07277500000000002
268000, -0.07267500000000002
272000, -0.07272500000000003
276000, -0.07260000000000001
280000, -0.0726625
284000, -0.0727125
288000, -0.07280000000000002
