4000, -6.0124999999999895
8000, -4.832499999999993
12000, -4.947499999999993
16000, -3.799999999999996
20000, -3.8924999999999947
24000, -3.9724999999999953
28000, -3.1399999999999975
32000, -2.012499999999997
36000, -2.689999999999997
40000, -1.8099999999999974
44000, -1.9849999999999965
48000, -1.8349999999999973
52000, -1.9549999999999972
56000, -1.7049999999999976
60000, -1.4774999999999998
64000, -0.8924999999999985
68000, -1.6224999999999974
72000, -0.38749999999999823
76000, -0.6074999999999975
80000, -0.5199999999999976
84000, -0.9299999999999983
88000, -0.2674999999999982
92000, 0.8425000000000018
96000, -0.5899999999999983
100000, -0.9149999999999985
104000, -0.21249999999999813
108000, -0.6874999999999992
112000, -0.9875
116000, -0.2424999999999994
120000, 0.260000000000001
124000, 0.2950000000000009
128000, 0.4325000000000001
132000, 0.3224999999999999
136000, -0.22000000000000003
140000, 0.28500000000000003
144000, 0.5674999999999999
148000, 0.18500000000000053
152000, -0.14750000000000016
156000, 0.7225000000000007
160000, -0.29749999999999976
164000, 6.661338147750939e-17
168000, 0.12750000000000006
172000, 0.12499999999999997
176000, -0.3275000000000001
