4000, 0.0018875000000000105
8000, 0.004812500000000012
12000, 0.005975000000000006
16000, 0.011175000000000008
20000, 0.01835000000000001
24000, 0.022612500000000004
28000, 0.025875000000000006
32000, 0.028275000000000005
36000, 0.03008750000000001
40000, 0.029637500000000008
44000, 0.026487500000000004
48000, 0.027350000000000003
52000, 0.03027500000000001
56000, 0.0317875
60000, 0.03341250000000001
64000, 0.027687500000000004
68000, 0.036575
72000, 0.0334875
76000, 0.040525000000000005
80000, 0.03566250000000001
84000, 0.039775000000000005
88000, 0.0428625
92000, 0.041712500000000007
96000, 0.03621250000000001
100000, 0.04221250000000001
104000, 0.040325
108000, 0.046575000000000005
112000, 0.04183750000000001
116000, 0.03815
120000, 0.0432625
124000, 0.0355375
128000, 0.04565
132000, 0.043300000000000005
136000, 0.04566250000000001
140000, 0.04433750000000001
144000, 0.046200000000000005
148000, 0.0423625
152000, 0.0451125
156000, 0.0440875
160000, 0.040799999999999996
164000, 0.041375
168000, 0.038900000000000004
172000, 0.044975
176000, 0.042
180000, 0.0321125
184000, 0.0395875
188000, 0.0345625
192000, 0.037224999999999994
196000, 0.038462500000000004
200000, 0.035800000000000005
204000, 0.033362499999999996
208000, 0.04202499999999999
212000, 0.030387499999999998
216000, 0.0362375
220000, 0.0457375
224000, 0.0433
228000, 0.031012499999999995
232000, 0.02625
236000, 0.02835
